journal,year,volume,issue,article,title,pages,words,url,filename
Duke Law Journal,2006,56,2,1,01__BAMBERGER.DOC 12/19/2006 5:06 PM,92,36443,https://scholarship.law.duke.edu/dlj/vol56/iss2/1/,duke_2006_vol56_iss2_art1.pdf
Duke Law Journal,2006,56,2,2,COENEN FINAL.DOC 11/28/2006 3:50 PM,75,33349,https://scholarship.law.duke.edu/dlj/vol56/iss2/2/,duke_2006_vol56_iss2_art2.pdf
Duke Law Journal,2006,56,2,3,03__WILKINSON.DOC 12/19/2006 5:08 PM,37,15367,https://scholarship.law.duke.edu/dlj/vol56/iss2/3/,duke_2006_vol56_iss2_art3.pdf
Duke Law Journal,2006,56,2,4,04__BODGER.DOC 12/19/2006 5:08 PM,27,11632,https://scholarship.law.duke.edu/dlj/vol56/iss2/4/,duke_2006_vol56_iss2_art4.pdf
Duke Law Journal,2006,56,2,5,05__DWYER.DOC 12/19/2006 5:10 PM,31,12398,https://scholarship.law.duke.edu/dlj/vol56/iss2/5/,duke_2006_vol56_iss2_art5.pdf
Duke Law Journal,2006,56,2,6,06__JONES.DOC 12/19/2006 5:11 PM,37,16288,https://scholarship.law.duke.edu/dlj/vol56/iss2/6/,duke_2006_vol56_iss2_art6.pdf
Duke Law Journal,2006,56,2,7,07__WILLIAMSON.DOC 12/19/2006 5:12 PM,39,17558,https://scholarship.law.duke.edu/dlj/vol56/iss2/7/,duke_2006_vol56_iss2_art7.pdf
Duke Law Journal,2006,56,2,8,VOLUME 56 NOVEMBER 2006 NUMBER 2,1,200,https://scholarship.law.duke.edu/dlj/vol56/iss2/8/,duke_2006_vol56_iss2_art8.pdf
Duke Law Journal,2006,56,3,1,01__DUDZIAK.DOC 1/11/2007 10:44 AM,60,25572,https://scholarship.law.duke.edu/dlj/vol56/iss3/1/,duke_2006_vol56_iss3_art1.pdf
Duke Law Journal,2006,56,3,2,02__SIEGEL.DOC 1/11/2007 10:44 AM,80,36013,https://scholarship.law.duke.edu/dlj/vol56/iss3/2/,duke_2006_vol56_iss3_art2.pdf
Duke Law Journal,2006,56,3,3,03__STEIN_WATERSTONE.DOC 1/11/2007 10:45 AM,62,29384,https://scholarship.law.duke.edu/dlj/vol56/iss3/3/,duke_2006_vol56_iss3_art3.pdf
Duke Law Journal,2006,56,3,4,unknown title,0,0,https://scholarship.law.duke.edu/dlj/vol56/iss3/4/,duke_2006_vol56_iss3_art4.pdf
Duke Law Journal,2006,56,3,5,VOLUME 56 DECEMBER 2006 NUMBER 3,1,199,https://scholarship.law.duke.edu/dlj/vol56/iss3/5/,duke_2006_vol56_iss3_art5.pdf
Duke Law Journal,2006,56,4,1,01__ELMENDORF.DOC 3/9/2007 7:44 AM,93,40037,https://scholarship.law.duke.edu/dlj/vol56/iss4/1/,duke_2006_vol56_iss4_art1.pdf
Duke Law Journal,2006,56,4,2,unknown title,0,0,https://scholarship.law.duke.edu/dlj/vol56/iss4/2/,duke_2006_vol56_iss4_art2.pdf
Duke Law Journal,2006,56,4,3,03__CHAPMAN.DOC 3/9/2007 7:48 AM,39,15900,https://scholarship.law.duke.edu/dlj/vol56/iss4/3/,duke_2006_vol56_iss4_art3.pdf
Duke Law Journal,2006,56,4,4,04__MONTVILLE.DOC 3/9/2007 7:48 AM,40,16839,https://scholarship.law.duke.edu/dlj/vol56/iss4/4/,duke_2006_vol56_iss4_art4.pdf
Duke Law Journal,2006,56,4,5,VOLUME 56 FEBRUARY 2007 NUMBER 4,1,199,https://scholarship.law.duke.edu/dlj/vol56/iss4/5/,duke_2006_vol56_iss4_art5.pdf
Duke Law Journal,2006,56,5,1,01__BUCHHEIT_GULATI_THOMPSON.DOC 6/7/2007 4:12,62,27033,https://scholarship.law.duke.edu/dlj/vol56/iss5/1/,duke_2006_vol56_iss5_art1.pdf
Duke Law Journal,2006,56,5,2,02__CHENG.DOC 6/7/2007 4:13 PM,55,22108,https://scholarship.law.duke.edu/dlj/vol56/iss5/2/,duke_2006_vol56_iss5_art2.pdf
Duke Law Journal,2006,56,5,3,03__HERTZ.DOC 6/7/2007 4:13 PM,26,10525,https://scholarship.law.duke.edu/dlj/vol56/iss5/3/,duke_2006_vol56_iss5_art3.pdf
Duke Law Journal,2006,56,5,4,04__MAIATICO.DOC 6/7/2007 4:14 PM,32,12879,https://scholarship.law.duke.edu/dlj/vol56/iss5/4/,duke_2006_vol56_iss5_art4.pdf
Duke Law Journal,2006,56,5,5,05__STURGEON.DOC 6/7/2007 4:14 PM,26,9558,https://scholarship.law.duke.edu/dlj/vol56/iss5/5/,duke_2006_vol56_iss5_art5.pdf
Duke Law Journal,2006,56,5,6,Duke Law]o urnal,1,196,https://scholarship.law.duke.edu/dlj/vol56/iss5/6/,duke_2006_vol56_iss5_art6.pdf
Duke Law Journal,2006,56,6,1,00A__BARTLETT TRIBUTE.DOC 7/20/2007 1:44 PM,12,4911,https://scholarship.law.duke.edu/dlj/vol56/iss6/1/,duke_2006_vol56_iss6_art1.pdf
Duke Law Journal,2006,56,6,3,02__FRIED_SIMON.DOC 7/20/2007 1:44 PM,49,19916,https://scholarship.law.duke.edu/dlj/vol56/iss6/3/,duke_2006_vol56_iss6_art3.pdf
Duke Law Journal,2006,56,6,4,03__HORNSTEIN.DOC 7/20/2007 1:44 PM,40,17174,https://scholarship.law.duke.edu/dlj/vol56/iss6/4/,duke_2006_vol56_iss6_art4.pdf
Duke Law Journal,2006,56,6,5,04__CHEN.DOC 7/20/2007 1:43 PM,6,1954,https://scholarship.law.duke.edu/dlj/vol56/iss6/5/,duke_2006_vol56_iss6_art5.pdf
Duke Law Journal,2006,56,6,6,05__DIMASCIO.DOC 7/20/2007 1:43 PM,33,12360,https://scholarship.law.duke.edu/dlj/vol56/iss6/6/,duke_2006_vol56_iss6_art6.pdf
Duke Law Journal,2006,56,6,7,06__PATEL.DOC 7/20/2007 1:43 PM,31,12979,https://scholarship.law.duke.edu/dlj/vol56/iss6/7/,duke_2006_vol56_iss6_art7.pdf
Duke Law Journal,2006,56,6,8,VOLUME 56 APRIL 2007 NUMBER 6,1,200,https://scholarship.law.duke.edu/dlj/vol56/iss6/8/,duke_2006_vol56_iss6_art8.pdf
